date,sku_id,product_name,category,vendor,warehouse_location,sales_channel,units_sold,stock_level,reorder_point,supplier_lead_time_days,unit_cost,unit_price,revenue,on_promotion,discount_pct,temperature_c,customer_rating
2025-08-16,SKU102,Running Shoes,Footwear,Vendor B,West,Online,88.0,173.0,51,14,48.81,90.37,7952.56,False,0.0,20.8,5.0
2025-01-13,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,19.0,88.0,70,9,49.68,111.64,2121.16,False,0.0,27.8,3.3
2025-10-23,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,41.0,240.0,64,3,56.21,111.36,4565.76,False,0.0,17.9,3.8
2025-01-31,SKU108,Sports Socks,Apparel,Vendor B,East,Online,44.0,106.0,64,3,56.21,111.36,4899.84,False,0.0,13.7,4.9
2025-04-19,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,49.0,100.0,42,8,28.05,51.04,2500.96,False,0.0,26.9,4.0
2025-12-08,SKU111,Water Bottle,Fitness,Vendor A,North,Wholesale,33.0,152.0,79,12,24.6,52.01,1716.33,False,0.0,29.0,4.3
2025-02-10,SKU111,Water Bottle,Fitness,Vendor A,North,Online,9.0,98.0,79,12,24.6,52.01,468.09,False,0.0,24.5,4.4
2025-03-22,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,69.0,224.0,42,8,28.05,51.04,3521.76,False,0.0,35.0,4.9
2025-12-27,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,,91.0,51,14,48.81,90.37,9850.33,False,0.0,8.0,4.7
2025-12-25,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,52.0,287.0,79,12,24.6,52.01,2704.52,True,14.0,38.1,3.6
2025-06-26,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,23.0,154.0,59,3,85.64,143.16,3292.68,False,0.0,27.2,4.2
2025-10-13,SKU108,Sports Socks,Apparel,Vendor B,East,Wholesale,55.0,221.0,64,3,56.21,111.36,6124.8,False,0.0,23.1,4.1
2025-09-09,SKU104,Protein Powder,Health,Vendor B,East,Online,27.0,125.0,70,9,49.68,111.64,3014.28,False,0.0,26.0,3.9
2025-12-21,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,87.0,119.0,73,11,65.48,148.54,12922.98,False,0.0,31.8,4.6
2025-04-16,SKU104,Protein Powder,Health,Vendor B,East,Online,13.0,268.0,70,9,49.68,111.64,1451.32,False,0.0,6.6,3.8
2025-03-23,SKU105,Sunglasses,Accessories,Vendor A,North,Online,31.0,231.0,59,3,85.64,143.16,4437.96,False,0.0,26.2,4.7
2025-09-24,SKU104,Protein Powder,Health,Vendor B,East,Online,21.0,181.0,70,9,49.68,111.64,2344.44,False,0.0,19.8,5.0
2025-02-12,SKU111,Water Bottle,Fitness,Vendor A,North,Online,20.0,305.0,79,12,24.6,52.01,1040.2,False,0.0,23.7,4.1
2025-03-08,SKU104,Protein Powder,Health,Vendor B,East,Wholesale,26.0,161.0,70,9,49.68,111.64,2902.64,False,0.0,31.5,4.8
2025-04-11,SKU104,Protein Powder,Health,Vendor B,East,Online,21.0,153.0,70,9,49.68,111.64,2344.44,False,0.0,26.1,4.9
2025-02-01,SKU110,Smart Watch,Electronics,Vendor D,North,Online,78.0,180.0,88,6,77.96,163.29,12736.62,False,0.0,26.9,3.6
2025-03-31,SKU102,Running Shoes,Footwear,Vendor B,West,Wholesale,53.0,171.0,51,14,48.81,90.37,4789.61,False,0.0,24.9,4.0
2025-04-22,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,77.0,180.0,87,9,71.61,120.54,9281.58,False,0.0,14.5,4.2
2025-01-25,SKU112,Hoodie,Apparel,Vendor B,South,Online,41.0,191.0,73,11,65.48,148.54,6090.14,False,0.0,18.2,3.9
2025-01-18,SKU104,Protein Powder,Health,Vendor B,East,Online,24.0,150.0,70,9,49.68,111.64,2679.36,False,0.0,32.7,3.5
2025-03-07,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,12.0,192.0,45,12,73.66,161.49,1937.88,False,0.0,27.1,4.2
2025-11-20,SKU108,Sports Socks,Apparel,Vendor B,East,Wholesale,76.0,140.0,64,3,56.21,111.36,8463.36,False,0.0,31.7,4.8
2025-07-15,SKU104,Protein Powder,Health,Vendor B,East,Online,26.0,254.0,70,9,49.68,111.64,2902.64,False,0.0,20.2,4.2
2025-10-24,SKU102,Running Shoes,Footwear,Vendor B,West,Online,68.0,192.0,51,14,48.81,90.37,6145.16,False,0.0,34.4,4.0
2025-10-26,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Retail Store,21.0,214.0,74,6,33.5,57.73,1212.33,False,0.0,19.1,4.2
2025-10-22,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,65.0,288.0,42,8,28.05,51.04,3317.6,False,0.0,25.7,4.9
2025-03-04,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,65.0,197.0,73,11,65.48,148.54,9655.1,False,0.0,23.5,3.6
2025-03-01,SKU109,Gym Bag,Fitness,Vendor C,West,Online,19.0,95.0,45,12,73.66,161.49,3068.31,False,0.0,19.6,3.8
2025-03-12,SKU109,Gym Bag,Fitness,Vendor C,West,Online,13.0,125.0,45,12,73.66,161.49,2099.37,False,0.0,27.8,4.0
2025-06-07,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,33.0,241.0,79,12,24.6,52.01,1716.33,False,0.0,20.9,3.9
2025-09-13,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,51.0,44.0,42,8,28.05,51.04,2603.04,False,0.0,23.9,4.8
2025-12-24,SKU105,Sunglasses,Accessories,Vendor A,North,Online,33.0,129.0,59,3,85.64,143.16,4724.28,False,0.0,25.6,4.2
2025-11-17,SKU112,Hoodie,Apparel,Vendor B,South,Online,52.0,257.0,73,11,65.48,148.54,7724.08,False,0.0,26.2,4.3
2025-01-05,SKU105,Sunglasses,Accessories,Vendor A,North,Online,16.0,337.0,59,3,85.64,143.16,2290.56,False,0.0,12.4,4.0
2025-07-07,SKU102,Running Shoes,Footwear,Vendor B,West,Online,73.0,143.0,51,14,48.81,90.37,6597.01,False,0.0,34.8,4.4
2025-09-03,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,28.0,274.0,70,9,49.68,111.64,3125.92,False,0.0,24.5,3.8
2025-09-10,SKU104,Protein Powder,Health,Vendor B,East,Online,25.0,100.0,70,9,49.68,111.64,2791.0,False,0.0,28.3,5.0
2025-04-16,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,66.0,345.0,87,9,71.61,120.54,7955.64,False,0.0,23.1,5.0
2025-03-16,SKU111,Water Bottle,Fitness,Vendor A,North,Online,38.0,149.0,79,12,24.6,52.01,1976.38,False,0.0,37.7,4.5
2025-09-12,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,36.0,95.0,42,8,28.05,51.04,1837.44,False,0.0,32.4,3.6
2025-02-15,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,48.0,,73,11,65.48,148.54,7129.92,False,0.0,18.9,4.5
2025-05-05,SKU102,Running Shoes,Footwear,Vendor B,West,Online,47.0,109.0,51,14,48.81,90.37,4247.39,False,0.0,22.6,3.3
2025-02-26,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,9.0,130.0,45,12,73.66,161.49,1453.41,True,24.0,32.7,4.7
2025-10-22,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,53.0,284.0,73,11,65.48,148.54,7872.62,False,0.0,30.0,3.9
2025-06-05,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,23.0,291.0,79,12,24.6,52.01,1196.23,False,0.0,29.2,4.6
2025-10-12,SKU111,Water Bottle,Fitness,Vendor A,North,Online,29.0,101.0,79,12,24.6,52.01,1508.29,False,0.0,19.2,4.0
2025-09-30,SKU105,Sunglasses,Accessories,Vendor A,North,Online,22.0,209.0,59,3,85.64,143.16,3149.52,False,0.0,20.8,4.2
2025-08-17,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,65.0,225.0,64,3,56.21,111.36,7238.4,False,0.0,36.8,4.4
2025-02-03,SKU109,Gym Bag,Fitness,Vendor C,West,Online,6.0,162.0,45,12,73.66,161.49,968.94,False,0.0,31.4,3.8
2025-10-19,SKU111,Water Bottle,Fitness,Vendor A,North,Online,29.0,326.0,79,12,24.6,52.01,1508.29,False,0.0,25.5,4.6
2025-06-01,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,62.0,196.0,73,11,65.48,148.54,9209.48,False,0.0,31.0,3.8
2025-09-28,SKU102,Running Shoes,Footwear,Vendor B,West,Online,70.0,225.0,51,14,48.81,90.37,6325.9,False,0.0,22.1,3.5
2025-03-06,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,42.0,109.0,73,11,65.48,148.54,6238.68,False,0.0,18.9,4.4
2025-10-09,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,52.0,226.0,51,14,48.81,90.37,4699.24,False,0.0,25.4,5.0
2025-04-10,SKU102,Running Shoes,Footwear,Vendor B,West,Online,53.0,150.0,51,14,48.81,90.37,4789.61,False,0.0,17.2,3.9
2025-01-09,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Retail Store,14.0,244.0,74,6,33.5,57.73,808.22,False,0.0,28.6,3.3
2025-02-25,SKU105,Sunglasses,Accessories,Vendor A,North,Online,20.0,143.0,59,3,85.64,143.16,2863.2,False,0.0,12.5,4.5
2025-12-17,SKU108,Sports Socks,Apparel,Vendor B,East,Online,71.0,138.0,64,3,56.21,111.36,7906.56,False,0.0,25.7,4.8
2025-03-31,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,45.0,251.0,74,13,46.67,72.31,3253.95,False,0.0,18.5,3.6
2025-02-28,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,48.0,54.0,51,14,48.81,90.37,4337.76,False,0.0,28.8,4.6
2025-04-03,SKU102,Running Shoes,Footwear,Vendor B,West,Online,74.0,86.0,51,14,48.81,90.37,6687.38,False,0.0,42.1,4.0
2025-04-08,SKU108,Sports Socks,Apparel,Vendor B,East,Wholesale,49.0,71.0,64,3,56.21,111.36,5456.64,False,0.0,18.8,4.9
2025-01-19,SKU102,Running Shoes,Footwear,Vendor B,West,Online,36.0,148.0,51,14,48.81,90.37,3253.32,False,0.0,19.3,4.4
2025-06-20,SKU111,Water Bottle,Fitness,Vendor A,North,Online,19.0,149.0,79,12,24.6,52.01,988.19,False,0.0,23.5,4.2
2025-04-25,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,25.0,129.0,59,3,85.64,143.16,3579.0,False,0.0,42.6,5.0
2025-11-26,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,72.0,271.0,73,11,65.48,148.54,10694.88,False,0.0,25.9,4.3
2025-12-16,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,33.0,237.0,70,9,49.68,111.64,3684.12,False,0.0,20.6,3.9
2025-01-28,SKU112,Hoodie,Apparel,Vendor B,South,Online,28.0,103.0,73,11,65.48,148.54,4159.12,False,0.0,43.2,3.8
2025-04-04,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,10.0,188.0,45,12,73.66,161.49,1614.9,False,0.0,25.4,3.0
2025-11-09,SKU110,Smart Watch,Electronics,Vendor D,North,Online,166.0,253.0,88,6,77.96,163.29,27106.14,False,0.0,20.1,4.8
2025-11-21,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,28.0,176.0,74,6,33.5,57.73,1616.44,False,0.0,19.3,4.1
2025-04-11,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,59.0,178.0,74,13,46.67,72.31,4266.29,False,0.0,15.4,3.5
2025-01-12,SKU106,Denim Jeans,Apparel,Vendor C,South,Retail Store,80.0,189.0,87,9,71.61,120.54,9643.2,False,0.0,33.5,4.1
2025-06-08,SKU102,Running Shoes,Footwear,Vendor B,West,Online,65.0,60.0,51,14,48.81,90.37,5874.05,False,0.0,39.9,5.0
2025-08-01,SKU105,Sunglasses,Accessories,Vendor A,North,Online,21.0,285.0,59,3,85.64,143.16,3006.36,False,0.0,28.9,4.4
2025-12-30,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,99.0,124.0,87,9,71.61,120.54,11933.46,False,0.0,16.3,3.4
2025-05-25,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,66.0,123.0,51,14,48.81,90.37,5964.42,False,0.0,17.3,4.1
2025-10-31,SKU106,Denim Jeans,Apparel,Vendor C,South,Wholesale,66.0,229.0,87,9,71.61,120.54,7955.64,False,0.0,39.1,4.5
2025-05-18,SKU109,Gym Bag,Fitness,Vendor C,West,Online,17.0,290.0,45,12,73.66,161.49,2745.33,False,0.0,26.1,4.7
2025-05-06,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,59.0,147.0,42,8,28.05,51.04,3011.36,False,0.0,36.0,4.4
2025-12-08,SKU109,Gym Bag,Fitness,Vendor C,West,Wholesale,19.0,109.0,45,12,73.66,161.49,3068.31,False,0.0,36.6,3.6
2025-04-12,SKU111,Water Bottle,Fitness,Vendor A,North,Online,49.0,315.0,79,12,24.6,52.01,2548.49,True,35.0,22.8,4.6
2025-07-18,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,22.0,228.0,59,3,85.64,143.16,3149.52,False,0.0,20.8,3.6
2025-07-05,SKU111,Water Bottle,Fitness,Vendor A,North,Retail Store,41.0,177.0,79,12,24.6,52.01,2132.41,False,0.0,43.3,4.0
2025-12-09,SKU105,Sunglasses,Accessories,Vendor A,North,Online,37.0,207.0,59,3,85.64,143.16,5296.92,False,0.0,26.4,4.0
2025-11-01,SKU110,Smart Watch,Electronics,Vendor D,North,Online,216.0,134.0,88,6,77.96,163.29,35270.64,True,34.0,25.7,4.3
2025-02-18,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,45.0,269.0,42,8,28.05,51.04,2296.8,False,0.0,16.6,4.0
2025-09-24,SKU111,Water Bottle,Fitness,Vendor A,North,Online,21.0,184.0,79,12,24.6,52.01,1092.21,False,0.0,33.8,4.5
2025-10-14,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,25.0,137.0,59,3,85.64,143.16,3579.0,False,0.0,13.8,4.6
2025-07-02,SKU104,Protein Powder,Health,Vendor B,East,Online,24.0,77.0,70,9,49.68,111.64,2679.36,False,0.0,27.7,3.6
2025-01-03,SKU104,Protein Powder,Health,Vendor B,East,Online,19.0,267.0,70,9,49.68,111.64,2121.16,False,0.0,22.0,5.0
2025-01-12,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Retail Store,22.0,189.0,74,6,33.5,57.73,1270.06,False,0.0,38.5,4.1
2025-09-14,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,56.0,168.0,42,8,28.05,51.04,2858.24,False,0.0,21.4,4.6
2025-01-25,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,18.0,185.0,74,6,33.5,57.73,1039.14,False,0.0,28.6,4.2
2025-12-27,SKU103,Yoga Mat,Fitness,Vendor C,East,Wholesale,106.0,147.0,42,8,28.05,51.04,5410.24,False,0.0,21.3,4.3
2025-11-08,SKU102,Running Shoes,Footwear,Vendor B,West,Online,131.0,266.0,51,14,48.81,90.37,11838.47,False,0.0,27.1,4.9
2025-02-24,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,62.0,94.0,87,9,71.61,120.54,7473.48,False,0.0,28.1,4.2
2025-04-22,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,13.0,270.0,74,6,33.5,57.73,750.49,False,0.0,29.0,4.3
2025-05-25,SKU112,Hoodie,Apparel,Vendor B,South,Online,56.0,212.0,73,11,65.48,148.54,8318.24,False,0.0,7.4,3.7
2025-02-27,SKU111,Water Bottle,Fitness,Vendor A,North,Online,10.0,250.0,79,12,24.6,52.01,520.1,False,0.0,29.8,4.1
2025-10-10,SKU109,Gym Bag,Fitness,Vendor C,West,Online,12.0,72.0,45,12,73.66,161.49,1937.88,False,0.0,25.1,4.5
2025-02-13,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,56.0,189.0,42,8,28.05,51.04,2858.24,True,32.0,9.2,3.9
2025-06-23,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Wholesale,13.0,113.0,74,6,33.5,57.73,750.49,False,0.0,13.4,4.0
2025-05-25,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,91.0,259.0,74,13,46.67,72.31,6580.21,False,0.0,21.2,4.8
2025-07-21,SKU112,Hoodie,Apparel,Vendor B,South,Online,53.0,150.0,73,11,65.48,148.54,7872.62,False,0.0,25.6,4.2
2025-04-12,SKU109,Gym Bag,Fitness,Vendor C,West,Online,16.0,81.0,45,12,73.66,161.49,2583.84,False,0.0,28.1,4.4
2025-09-27,SKU109,Gym Bag,Fitness,Vendor C,West,Online,12.0,249.0,45,12,73.66,161.49,1937.88,False,0.0,37.7,4.3
2025-11-27,SKU104,Protein Powder,Health,Vendor B,East,Online,29.0,226.0,70,9,49.68,111.64,3237.56,False,0.0,25.4,5.0
2025-08-31,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,30.0,143.0,74,6,33.5,57.73,1731.9,False,0.0,27.4,3.7
2025-10-17,SKU107,Baseball Cap,Accessories,Vendor A,South,Wholesale,51.0,169.0,74,13,46.67,72.31,3687.81,False,0.0,30.5,4.8
2025-01-04,SKU112,Hoodie,Apparel,Vendor B,South,Online,49.0,77.0,73,11,65.48,148.54,7278.46,False,0.0,21.6,3.6
2025-07-26,SKU112,Hoodie,Apparel,Vendor B,South,Wholesale,69.0,173.0,73,11,65.48,148.54,10249.26,False,0.0,24.5,4.1
2025-04-02,SKU110,Smart Watch,Electronics,Vendor D,North,Online,51.0,107.0,88,6,77.96,163.29,8327.79,False,0.0,-0.3,3.8
2025-01-20,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,20.0,81.0,59,3,85.64,143.16,2863.2,False,0.0,22.4,4.3
2025-10-07,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,97.0,163.0,87,9,71.61,120.54,11692.38,False,0.0,30.3,
2025-11-13,SKU107,Baseball Cap,Accessories,Vendor A,South,Wholesale,93.0,136.0,74,13,46.67,72.31,6724.83,False,0.0,15.7,3.8
2025-12-02,SKU112,Hoodie,Apparel,Vendor B,South,Wholesale,58.0,150.0,73,11,65.48,148.54,8615.32,False,0.0,22.6,4.0
2025-09-04,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,42.0,142.0,42,8,28.05,51.04,2143.68,False,0.0,19.2,3.5
2025-03-15,SKU109,Gym Bag,Fitness,Vendor C,West,Online,13.0,84.0,45,12,73.66,161.49,2099.37,False,0.0,31.3,3.7
2025-02-21,SKU105,Sunglasses,Accessories,Vendor A,North,Retail Store,11.0,61.0,59,3,85.64,143.16,1574.76,False,0.0,21.5,4.3
2025-01-26,SKU111,Water Bottle,Fitness,Vendor A,North,Online,20.0,91.0,79,12,24.6,52.01,1040.2,False,0.0,12.4,4.0
2025-08-17,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,32.0,137.0,74,6,33.5,57.73,1847.36,False,0.0,30.2,4.3
2025-01-21,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,46.0,94.0,87,9,71.61,120.54,5544.84,False,0.0,22.7,3.8
2025-06-06,SKU105,Sunglasses,Accessories,Vendor A,North,Wholesale,26.0,243.0,59,3,85.64,143.16,3722.16,False,0.0,20.8,4.0
2025-01-31,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,64.0,258.0,88,6,77.96,163.29,10450.56,False,0.0,15.0,4.3
2025-06-09,SKU102,Running Shoes,Footwear,Vendor B,West,Online,56.0,136.0,51,14,48.81,90.37,5060.72,False,0.0,13.0,4.3
2025-08-10,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,89.0,144.0,74,13,46.67,72.31,6435.59,True,26.0,29.3,4.8
2025-12-14,SKU103,Yoga Mat,Fitness,Vendor C,East,Wholesale,90.0,50.0,42,8,28.05,51.04,4593.6,False,0.0,35.4,4.6
2025-12-20,SKU109,Gym Bag,Fitness,Vendor C,West,Online,25.0,94.0,45,12,73.66,161.49,4037.25,False,0.0,20.9,4.4
2025-11-21,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,101.0,234.0,87,9,71.61,120.54,12174.54,False,0.0,11.4,4.5
2025-04-22,SKU104,Protein Powder,Health,Vendor B,East,Online,14.0,130.0,70,9,49.68,111.64,1562.96,False,0.0,17.3,4.1
2025-04-05,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,74.0,222.0,64,3,56.21,111.36,8240.64,False,0.0,22.0,4.1
2025-02-10,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,26.0,235.0,73,11,65.48,148.54,3862.04,False,0.0,11.3,3.9
2025-01-01,SKU110,Smart Watch,Electronics,Vendor D,North,Online,54.0,313.0,88,6,77.96,163.29,8817.66,True,14.0,33.9,3.8
2025-01-19,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,23.0,127.0,70,9,49.68,111.64,2567.72,False,0.0,36.1,4.1
2025-07-06,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,69.0,184.0,74,13,46.67,72.31,4989.39,False,0.0,7.6,4.4
2025-01-02,SKU112,Hoodie,Apparel,Vendor B,South,Online,28.0,153.0,73,11,65.48,148.54,4159.12,False,0.0,28.4,4.4
2025-10-12,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,79.0,207.0,74,13,46.67,72.31,5712.49,False,0.0,25.5,3.6
2025-04-06,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,67.0,155.0,64,3,56.21,111.36,7461.12,False,0.0,24.4,4.2
2025-11-04,SKU104,Protein Powder,Health,Vendor B,East,Wholesale,33.0,213.0,70,9,49.68,111.64,3684.12,False,0.0,31.6,4.7
2025-12-16,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,103.0,183.0,87,9,71.61,120.54,12415.62,False,0.0,19.8,4.1
2025-04-04,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,21.0,252.0,74,6,33.5,57.73,1212.33,False,0.0,18.0,3.7
2025-06-19,SKU102,Running Shoes,Footwear,Vendor B,West,Online,69.0,179.0,51,14,48.81,90.37,6235.53,False,0.0,32.8,3.6
2025-02-07,SKU110,Smart Watch,Electronics,Vendor D,North,Online,44.0,146.0,88,6,77.96,163.29,7184.76,False,0.0,18.9,3.7
2025-04-28,SKU110,Smart Watch,Electronics,Vendor D,North,Online,62.0,193.0,88,6,77.96,163.29,10123.98,False,0.0,30.0,3.8
2025-11-15,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,102.0,211.0,74,13,46.67,72.31,7375.62,False,0.0,30.5,4.8
2025-07-06,SKU102,Running Shoes,Footwear,Vendor B,West,Online,65.0,216.0,51,14,48.81,90.37,5874.05,False,0.0,26.7,4.1
2025-05-11,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,95.0,103.0,87,9,71.61,120.54,11451.3,False,0.0,26.3,4.4
2025-01-04,SKU108,Sports Socks,Apparel,Vendor B,East,Online,41.0,239.0,64,3,56.21,111.36,4565.76,False,0.0,30.0,4.6
2025-07-29,SKU104,Protein Powder,Health,Vendor B,East,Online,16.0,205.0,70,9,49.68,111.64,1786.24,False,0.0,20.0,3.8
2025-06-13,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,22.0,200.0,74,6,33.5,57.73,1270.06,False,0.0,33.5,4.1
2025-07-12,SKU102,Running Shoes,Footwear,Vendor B,West,Retail Store,96.0,75.0,51,14,48.81,90.37,8675.52,False,0.0,11.6,3.8
2025-12-25,SKU112,Hoodie,Apparel,Vendor B,South,Online,63.0,157.0,73,11,65.48,148.54,9358.02,False,0.0,22.8,4.0
2025-03-20,SKU106,Denim Jeans,Apparel,Vendor C,South,Online,81.0,124.0,87,9,71.61,120.54,9763.74,True,34.0,29.1,3.3
2025-07-05,SKU110,Smart Watch,Electronics,Vendor D,North,Wholesale,65.0,129.0,88,6,77.96,163.29,10613.85,False,0.0,16.8,3.8
2025-08-15,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,14.0,207.0,45,12,73.66,161.49,2260.86,False,0.0,19.6,4.9
2025-11-07,SKU103,Yoga Mat,Fitness,Vendor C,East,Retail Store,74.0,92.0,42,8,28.05,51.04,3776.96,False,0.0,11.3,3.6
2025-01-23,SKU110,Smart Watch,Electronics,Vendor D,North,Retail Store,18.0,128.0,88,6,77.96,163.29,2939.22,False,0.0,20.5,3.7
2025-05-16,SKU112,Hoodie,Apparel,Vendor B,South,Retail Store,,120.0,73,11,65.48,148.54,5050.36,False,0.0,24.7,3.1
2025-07-28,SKU103,Yoga Mat,Fitness,Vendor C,East,Online,62.0,202.0,42,8,28.05,51.04,3164.48,False,0.0,25.6,4.7
2025-10-28,SKU110,Smart Watch,Electronics,Vendor D,North,Online,76.0,160.0,88,6,77.96,163.29,12410.04,False,0.0,22.8,3.4
2025-10-15,SKU108,Sports Socks,Apparel,Vendor B,East,Online,118.0,,64,3,56.21,111.36,13140.48,True,15.0,33.2,4.8
2025-10-27,SKU110,Smart Watch,Electronics,Vendor D,North,Online,61.0,236.0,88,6,77.96,163.29,9960.69,False,0.0,16.8,4.9
2025-07-25,SKU109,Gym Bag,Fitness,Vendor C,West,Wholesale,11.0,277.0,45,12,73.66,161.49,1776.39,False,0.0,20.4,4.0
2025-01-19,SKU105,Sunglasses,Accessories,Vendor A,North,Online,20.0,101.0,59,3,85.64,143.16,2863.2,False,0.0,23.1,3.8
2025-07-14,SKU107,Baseball Cap,Accessories,Vendor A,South,Online,65.0,218.0,74,13,46.67,72.31,4700.15,False,0.0,21.4,4.2
2025-05-29,SKU107,Baseball Cap,Accessories,Vendor A,South,Retail Store,57.0,159.0,74,13,46.67,72.31,4121.67,False,0.0,25.8,3.9
2025-01-18,SKU109,Gym Bag,Fitness,Vendor C,West,Retail Store,19.0,296.0,45,12,73.66,161.49,3068.31,False,0.0,26.3,4.1
2025-06-02,SKU107,Baseball Cap,Accessories,Vendor A,South,Wholesale,54.0,113.0,74,13,46.67,72.31,3904.74,False,0.0,21.7,3.9
2025-11-06,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Online,31.0,95.0,74,6,33.5,57.73,1789.63,False,0.0,28.6,3.9
2025-10-26,SKU108,Sports Socks,Apparel,Vendor B,East,Retail Store,69.0,201.0,64,3,56.21,111.36,7683.84,False,0.0,13.3,5.0
2025-08-05,SKU104,Protein Powder,Health,Vendor B,East,Retail Store,28.0,257.0,70,9,49.68,111.64,3125.92,False,0.0,19.3,4.5
2025-03-05,SKU101,Cotton T-Shirt,Apparel,Vendor A,North,Retail Store,13.0,199.0,74,6,33.5,57.73,750.49,False,0.0,24.2,4.6
2025-09-25,SKU110,Smart Watch,Electronics,Vendor D,North,Online,57.0,166.0,88,6,77.96,163.29,9307.53,False,0.0,33.8,3.1
2025-01-07,SKU111,Water Bottle,Fitness,Vendor A,North,Online,35.0,263.0,79,12,24.6,52.01,1820.35,True,16.0,12.6,3.7
2025-05-30,SKU111,Water Bottle,Fitness,Vendor A,North,Online,21.0,236.0,79,12,24.6,52.01,1092.21,False,0.0,22.2,4.1
2025-06-28,SKU110,Smart Watch,Electronics,Vendor D,North,Online,98.0,280.0,88,6,77.96,163.29,16002.42,False,0.0,13.8,3.8
2025-08-29,SKU112,Hoodie,Apparel,Vendor B,South,Online,48.0,188.0,73,11,65.48,148.54,7129.92,False,0.0,23.4,4.0
2025-02-26,SKU104,Protein Powder,Health,Vendor B,East,Online,16.0,72.0,70,9,49.68,111.64,1786.24,False,0.0,29.4,4.2
